sent_id,DOsentence,PDsentence,realized_construction,Particle,Remarks,Coordination_of_Theme,Coordination_of_Recipient,
2196,Michael sold the highest bidders myself.,Michael sold myself to the highest bidders.,PD,-,,-,-,
2197,Juan gave some place extra ten hours a week.,Juan gave extra ten hours a week to some place.,PD,-,,-,-,
2198,Michael never caused you any injuries or anything.,Michael never caused any injuries or anything to you.,DO,-,,-,-,
2199,Alice gave me a certain amount money.,Alice gave a certain amount money to me.,DO,-,,-,-,
2200,Maria gave you discounts.,Maria gave discounts to you.,DO,-,,-,-,
2201,Linda gave it that.,Linda gave that to it.,DO,-,,-,-,
2202,Michael sold somebody on the street it.,Michael sold it to somebody on the street.,PD,-,,-,-,
2203,Juan gave my old Alma Mater money.,Juan gave money to my old Alma Mater.,PD,-,,-,-,
2204,Maria sent public TV money.,Maria sent money to public TV.,PD,-,,-,-,
2205,Bob told me this.,Bob told this to me.,DO,-,,-,-,
2206,John sold me this product.,John sold this product to me.,DO,-,,-,-,
2207,Bob never sold anyone your name or information regarding that.,Bob never sold your name or information regarding that to anyone.,PD,-,,+,-,
2208,I gave myself a little time to sit there and say do I really want it.,I gave a little time to sit there and say do I really want it to myself.,DO,-,,-,-,
2209,Mary gave him a guilty verdict.,Mary gave a guilty verdict to him.,DO,-,,-,-,
2210,Bob gave them either more time in the system or a different process that will hopefully work better.,Bob gave either more time in the system or a different process that will hopefully work better to them.,DO,-,,+,-,
2211,Linda gave them the option of working off their time doing civil services sort of things.,Linda gave the option of working off their time doing civil services sort of things to them.,DO,-,,-,-,
2212,Bob sent you a bill.,Bob sent a bill to you.,DO,-,,-,-,
2213,Linda sold a consumer things.,Linda sold things to a consumer.,PD,-,,-,-,
2214,John gave them a certain amount of independence.,John gave a certain amount of independence to them.,DO,-,,-,-,
2215,Alice paid our teachers more.,Alice paid more to our teachers.,DO,-,,-,-,
2216,Mary gave them more incentive to interest the children.,Mary gave more incentive to interest the children to them.,DO,-,,-,-,
2217,Michael paid teachers the salary that they're paid.,Michael paid the salary that they're paid to teachers.,DO,-,pronominal binding?,-,-,
2218,It offered our high school kids this kind of enrichment.,It offered this kind of enrichment to our high school kids.,PD,-,prepositional_ambiguity_-_for,-,-,
2219,It cost you fifty dollars.,It cost fifty dollars to you.,DO,-,,-,-,
2220,Juan gave you a sense of somebody is depending on you.,Juan gave a sense of somebody is depending on you to you.,DO,-,,-,-,
2221,Michael gave you something to think about when you're kind of tired or blue or something like that.,Michael gave something to think about when you're kind of tired or blue or something like that to you.,DO,-,,-,-,
2222,Juan paid our teachers so little.,Juan paid so little to our teachers.,DO,-,,-,-,
2223,Michael gave them such a small budget to work with.,Michael gave such a small budget to work with to them.,DO,-,,-,-,
2224,Michael taught the kids the material.,Michael taught the material to the kids.,DO,-,,-,-,
2225,"Maria gave American students the question ""am I good at math"".","Maria gave the question ""am I good at math"" to American students.",DO,-,Maria gave American students the question I am good at math,-,-,
2226,Linda fed her cookies.,Linda fed cookies to her.,DO,-,,-,-,
2227,John gave me like five dollars more.,John gave like five dollars more to me.,DO,-,,-,-,
2228,Juan charged me a hundred and thirty dollars labor.,Juan charged a hundred and thirty dollars labor to me.,DO,-,,-,-,
2229,Linda charged you an hour.,Linda charged an hour to you.,DO,-,,-,-,
2230,Michael gave you one of those containers.,Michael gave one of those containers to you.,DO,-,,-,-,
2231,Maria gave you this little tub.,Maria gave this little tub to you.,DO,-,,-,-,
2232,Juan gave you a clue.,Juan gave a clue to you.,DO,-,,-,-,
2233,It cost taxpayers more.,It cost more to taxpayers.,DO,-,,-,-,
2234,John gave them detention.,John gave detention to them.,DO,-,,-,-,
2235,Mary gave me it.,Mary gave it to me.,PD,-,,-,-,
2236,John gave these kids these progress reports.,John gave these progress reports to these kids.,PD,-,,-,-,
2237,Mary never paid the local politics that much attention.,Mary never paid that much attention to the local politics.,PD,-,,-,-,
2238,Maria gave them an allowance.,Maria gave an allowance to them.,DO,-,,-,-,
2239,Alice gave my son ten dollars.,Alice gave ten dollars to my son.,DO,-,,-,-,
2240,Linda gave him the other half.,Linda gave the other half to him.,DO,-,,-,-,
2241,Linda gave me a kind of payment.,Linda gave a kind of payment to me.,DO,-,,-,-,
2242,John would hand any old person a gun.,John would hand a gun to any old person.,PD,over,,-,-,
2243,John gave them the opportunity to get out and do it again.,John gave the opportunity to get out and do it again to them.,DO,-,,-,-,
2244,Michael sent you a nice friendly aggressive reminder that says hey we haven't seen you for a while.,Michael sent a nice friendly aggressive reminder that says hey we haven't seen you for a while to you.,DO,-,,-,-,
2245,Linda allowed you that free time to do that.,Linda allowed that free time to do that to you.,DO,-,,-,-,
2246,Mary never gave you that much free time.,Mary never gave that much free time to you.,DO,-,,-,-,
2247,Alice gave them all of our junk mail.,Alice gave all of our junk mail to them.,DO,-,,-,-,
2248,Maria gave us these big restorage bins.,Maria gave these big restorage bins to us.,DO,-,,-,-,
2249,Juan read my kids that book.,Juan read that book to my kids.,PD,-,,-,-,
2250,Michael gave us a base in San Diego.,Michael gave a base in San Diego to us.,DO,-,,-,-,
2251,Alice gave them a lollipop.,Alice gave a lollipop to them.,DO,-,,-,-,
2252,Juan gave me some insight.,Juan gave some insight to me.,DO,-,,-,-,
2253,Michael gave me a hard time.,Michael gave a hard time to me.,DO,-,,-,-,
2255,Michael gave them drug tests.,Michael gave drug tests to them.,DO,-,,-,-,
2256,Michael gave you the benefit of a doubt.,Michael gave the benefit of a doubt to you.,DO,-,,-,-,
2257,I told you one thing.,I told one thing to you.,DO,-,possibly non-alternating -- discourse function,-,-,
2258,John gave you a reasonable idea.,John gave a reasonable idea to you.,DO,-,,-,-,
2259,Alice never paid it much attention.,Alice never paid much attention to it.,PD,-,,-,-,
2260,Linda taught them something.,Linda taught something to them.,DO,-,,-,-,
2261,Juan gave me a prescription for it.,Juan gave a prescription for it to me.,DO,-,,-,-,
2263,Michael gave them a sense of identity.,Michael gave a sense of identity to them.,DO,-,,-,-,
2264,John gave them a sense of security.,John gave a sense of security to them.,DO,-,,-,-,
2265,Michael gave them your phone number.,Michael gave your phone number to them.,DO,-,,-,-,
2266,Juan gave me room for the mistakes I make.,Juan gave room for the mistakes I make to me.,DO,-,,-,-,
2267,Maria gave a person a chance to look.,Maria gave a chance to look to a person.,DO,-,,-,-,
2268,Maria gave everybody a half day a week off.,Maria gave a half day a week off to everybody.,DO,-,,-,-,
2269,Maria paid you a salary.,Maria paid a salary to you.,DO,-,,-,-,
2270,Maria gave the person time to look for another job.,Maria gave time to look for another job to the person.,DO,-,,-,-,
2271,We gave Russia twenty-five billion.,We gave twenty-five billion to Russia.,PD,-,wrong subject?,-,-,
2272,It cost us money.,It cost money to us.,DO,-,,-,-,
2273,Juan paid me a lot of money.,Juan paid a lot of money to me.,DO,-,,-,-,
2274,It cost you ten million twenty million dollars.,It cost ten million twenty million dollars to you.,DO,-,,-,-,
2275,Alice gave you the money.,Alice gave the money to you.,DO,-,,-,-,
2276,Bob charged me a hundred and thirty something dollars.,Bob charged a hundred and thirty something dollars to me.,DO,-,,-,-,
2278,Maria showed me it.,Maria showed it to me.,PD,-,,-,-,
2279,Linda told me the truth.,Linda told the truth to me.,DO,-,,-,-,
2280,John gave us this car.,John gave this car to us.,DO,-,,-,-,
2281,Linda charged me twice as much.,Linda charged twice as much to me.,DO,-,,-,-,
2282,It cost me twenty dollars.,It cost twenty dollars to me.,DO,-,,-,-,
2283,Maria gave her drugs.,Maria gave drugs to her.,DO,-,,-,-,
2284,Alice gave me news.,Alice gave news to me.,DO,-,,-,-,
2285,Linda gave you plenty of time.,Linda gave plenty of time to you.,DO,-,,-,-,
2286,I paid things that I never paid attention to attention.,I paid attention to things that I never paid attention to.,PD,-,,-,-,
2287,Bob told you that.,Bob told that to you.,DO,-,,-,-,
2288,Linda sent me a card.,Linda sent a card to me.,DO,-,,-,-,
2289,Maria sent them a card.,Maria sent a card to them.,DO,-,,-,-,
2290,Bob sent all the members of the family invitations.,Bob sent invitations to all the members of the family.,PD,-,,-,-,
2291,Michael took the vet my dog.,Michael took my dog to the vet.,PD,-,spatial_--_maybe,-,-,
2293,Linda gave them two million dollars.,Linda gave two million dollars to them.,DO,-,,-,-,
2294,Michael gave you a legal pad.,Michael gave a legal pad to you.,DO,-,,-,-,
2295,Linda never owed the government as much money.,Linda never owed as much money to the government.,DO,-,,-,-,
2296,Michael gave me the hard time.,Michael gave the hard time to me.,DO,-,,-,-,
2297,Mary gave Europe all sorts of special trade preferences.,Mary gave all sorts of special trade preferences to Europe.,PD,-,,-,-,
2298,Bob gave all these bizarre things in New York City money.,Bob gave money to all these bizarre things in New York City.,PD,-,,-,-,
2299,John gave them jobs.,John gave jobs to them.,DO,-,,-,-,
2300,Maria sent all of us Christmas cards.,Maria sent Christmas cards to all of us.,DO,-,,-,-,
2301,Michael told you something about my.,Michael told something about my to you.,DO,-,unfinished construction,-,-,
2302,Michael paid you attention.,Michael paid attention to you.,PD,-,,-,-,
2303,Juan sent the prisoners supplies.,Juan sent supplies to the prisoners.,PD,-,,-,-,
2304,Bob gave them some tangible benefit for doing so.,Bob gave some tangible benefit for doing so to them.,DO,-,,-,-,
2305,Linda gave them the option of selecting what it is that they want to do.,Linda gave the option of selecting what it is that they want to do to them.,DO,-,,-,-,
2306,It cost them more.,It cost more to them.,DO,-,,-,-,
2307,Alice gave them three hundred bucks.,Alice gave three hundred bucks to them.,DO,-,,-,-,
2308,Alice gave other people that don't really need it either it.,Alice gave it to other people that don't really need it either.,PD,-,,-,-,
2309,John read the defendant their rights.,John read their rights to the defendant.,DO,-,,-,-,
2311,Juan gave you almost like a rotation.,Juan gave almost like a rotation to you.,DO,-,,-,-,
2312,It cost us a bundle.,It cost a bundle to us.,DO,-,prepositional ambiguity - for (systematic),-,-,
2313,It gave the car more chances for things to go wrong.,It gave more chances for things to go wrong to the car.,DO,-,wrong subject?,-,-,
2314,Linda told you that.,Linda told that to you.,DO,-,,-,-,
2315,John taught kids a broad base of subjects.,John taught a broad base of subjects to kids.,DO,-,,-,-,
2316,John gave you a different perspective on what people do.,John gave a different perspective on what people do to you.,DO,-,,-,-,
2317,Michael showed you different countries that you could go to.,Michael showed different countries that you could go to to you.,DO,-,,-,-,
2318,Juan sent me some money.,Juan sent some money to me.,DO,-,,-,-,
2319,Alice gave all new entrants drug tests.,Alice gave drug tests to all new entrants.,PD,-,,-,-,
2320,It gave you some pretty disgusting stuff going up in the atmosphere.,It gave some pretty disgusting stuff going up in the atmosphere to you.,DO,-,,-,-,
2321,Bob gave them the full right to test the kids.,Bob gave the full right to test the kids to them.,DO,-,,-,-,
2322,Mary told them stories.,Mary told stories to them.,DO,-,,-,-,
2323,John gave them a little too much power.,John gave a little too much power to them.,DO,-,,-,-,
2324,Juan paid the attorneys all those fees they get and whatnot.,Juan paid all those fees they get and whatnot to the attorneys.,DO,-,,-,-,
2325,Alice gave him every opportunity you possible can.,Alice gave every opportunity you possible can to him.,DO,-,,-,-,
2326,Bob gave you figures.,Bob gave figures to you.,DO,-,,-,-,
2327,Bob wrote you a letter.,Bob wrote a letter to you.,PD,-,,-,-,
2328,Maria gave you a chance to explain yourself.,Maria gave a chance to explain yourself to you.,DO,-,anaphor binding?,-,-,
2329,Michael made you an offer.,Michael made an offer to you.,DO,-,,-,-,
2330,Maria gave you another chance to go through it.,Maria gave another chance to go through it to you.,DO,-,,-,-,
2331,Alice gave you one more chance.,Alice gave one more chance to you.,DO,-,,-,-,
2332,Alice gave you one more chance or two more chances.,Alice gave one more chance or two more chances to you.,DO,-,,+,-,
