Dialogue_ID,Speaker_id,method_of_speaker_annotation,Verb,Semantic_Class,Particle,Givenness_of_theme,Givenness_of_Recipient,Theme,Number_of_Theme,Person_of_Theme,Simplified_Person_of_Theme,Expression_Type_of_Theme,Person/Pronominality_of_Theme,"Person/Pronominality_of_Theme,_non-specific_you=local",Length_of_Theme_in_Graphemic_Words_(normalized),Length_of_Theme_in_Graphemic_Words,Animacy_of_Theme,Simplified_Animacy_of_Theme,simplest_animacy_of _theme,Definiteness_of_Theme,Coordination_of_Theme,Recipient,Number_of_Recipluralient,Person_of_Recipient,Simplified_Person_of_Recipient,Expression_Type_of_Recipient,Person/Pronominality_of_Recipient,"Person/Pronominality,_ns_you=local_for_Recipient",Length_of_Recipient_in_Graphemic_Words_(normalized),Length_of_Recipient_in_Graphemic_Words,Animacy_of_Recipient,Simplified_Animacy_of_Recipient,Simples_animacy_of_recipient,Definiteness_of_Recipient,Coordination_of_Recipient,Remarks,Realized_Construction
3783,1467,auto,give,transfer,-,frame,sitev,the next release of their software,singular,third,non-local,common,non-pronominal,non-pronominal,3+,6,non-concrete,non-concrete,inan,definite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3788,1263,auto,give,abstract,-,frame,evoked,a small portion of the newspaper,singular,third,non-local,common,non-pronominal,non-pronominal,3+,6,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,non-concrete,non-concrete,inan,definite,-,,NP NP.
3788,1148,auto,give,abstract,-,frame,gen,the right to vote,singular,third,non-local,common,non-pronominal,non-pronominal,1+,4,non-concrete,non-concrete,inan,definite,-,women,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,human,human,human,indefinite,-,,NP NP.
3789,1156,hand,give,abstract,-,gen,sitev,an appointment,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3789,1156,auto,give,abstract,-,bn,sitev,an appointment for about a month away,singular,third,non-local,common,non-pronominal,non-pronominal,3+,7,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3789,1487,auto,give,transfer,-,frame,sitev,generic stuff,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3789,1156,auto,cost,prevention of possession,-,bn,sitev,like forty something dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3789,1487,auto,show,communication,-,anch,gen,my back,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,a doctor,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,indefinite,-,,NP_PP.
3789,1487,auto,cost,prevention of possession,-,bn,sitev,ninety bucks,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3789,1487,auto,send,transfer,-,frame,sitev,the bill,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,you guys,plural,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,2,2,organization,non-human animate,non-human animate,definite,-,,NP NP.
3790,1486,auto,give,abstract,-,gen,evoked,a game,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,organization,non-human animate,non-human animate,definite,-,,NP NP.
3791,1477,auto,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,us,plural,first_-_exclusive,local,personal_pronoun,local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3791,1477,auto,give,transfer,-,bn,evoked,some deer,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3798,1485,auto,give,communication,-,sitev,sitev,a hard topic,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - narrowly inclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3800,1486,auto,send,transfer,-,evoked,sitev,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,me,singular,first_-_exclusive,local,personal_pronoun,local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3804,1481,auto,give,abstract,-,bn,evoked,a really good flavor,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,concrete,concrete,inan,definite,-,,NP NP.
3805,1490,auto,tell,communication,-,bn,sitev,one thing very interesting,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,error in theme,NP NP.
3806,1462,auto,teach,communication,-,bn,evoked,new words,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3815,1168,auto,give,abstract,-,frame,sitev,a lot more control in snow and ice,singular,third,non-local,common,non-pronominal,non-pronominal,3+,8,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3821,1438,auto,pay,transfer,-,gen,evoked,interest,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,concrete,concrete,inan,definite,-,,NP NP.
3821,1438,auto,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
3821,1476,hand,send,transfer,-,frame,sitev,your card,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,organization,non-human animate,non-human animate,definite,-,,NP NP.
3823,1447,hand,give,abstract,-,gen,evoked,our best shot,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,non-concrete,non-concrete,inan,definite,-,,NP NP.
3823,1341,auto,give,abstract,-,gen,evoked,your best shot,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,non-concrete,non-concrete,inan,definite,-,,NP NP.
3824,1494,auto,give,abstract,-,bn,evoked,a fifty fifty rating,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3824,1494,auto,pay,abstract,-,gen,evoked,a whole lot of attention,singular,third,non-local,partitive,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,the state government,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
3826,1490,auto,lend,abstract,-,gen,gen,credence,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,the two gunmen conspiracy theory,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,definite,-,,NP_PP.
3832,1297,auto,give,communication,-,bn,sitev,an estimate,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3834,1494,auto,give,abstract,-,frame,frame,time to adjust to our increases in personnel and so forth,singular,third,non-local,common,non-pronominal,non-pronominal,1+,11,time,non-concrete,inan,indefinite,-,the North Vietnamese and Viet Cong,plural,third,non-local,common,non-pronominal,non-pronominal,3+,6,organization,non-human animate,non-human animate,definite,-,,NP NP.
3835,1311,hand,tell,communication,-,gen,sitev,something you'd like to tell me about food,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1+,8,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3836,1041,auto,tell,communication,-,frame,sitev,one thing that we were discussing this evening here that discourages me a little bit and worries me about the health care system,singular,third,non-local,common,non-pronominal,non-pronominal,2+,23,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3836,1041,auto,give,transfer,-,bn,evoked,some Benadryl,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3840,1490,auto,give,communication,-,gen,sitev,an example of a college that would fit that description,singular,third,non-local,common,non-pronominal,non-pronominal,2+,10,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3841,1436,hand,give,communication,-,gen,sitev,an example,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3841,1457,hand,give,communication,-,gen,sitev,an example,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3842,1477,auto,give,transfer,-,bn,evoked,a Fichus,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3842,1477,auto,give,transfer,-,bn,evoked,some aloe vera,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,concrete,concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3843,1486,auto,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,them,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
3846,1477,hand,give,transfer,-,unused,sitev,a set the Foundation Trilogy,singular,third,non-local,common,non-pronominal,non-pronominal,2+,5,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3846,1477,auto,give,transfer,-,evoked,sitev,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,me,singular,first_-_exclusive,local,personal_pronoun,local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3848,1041,hand,send,transfer,-,bn,sitev,letters,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3848,1041,auto,sell,transfer,-,bn,sitev,some kind of a special card,singular,third,non-local,partitive,non-pronominal,non-pronominal,3+,6,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3848,1488,auto,give,transfer,-,frame,anch,the cards,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,my sons,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP_PP.
3848,1041,auto,send,transfer,-,bn,sitev,this statement,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3849,1462,auto,give,transfer,-,bn,sitev,a used Toyota Corolla,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,vehicle,concrete,inan,indefinite,-,me and my wife,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,3+,4,human,human,human,definite,+,,NP NP.
3853,1476,auto,sell,transfer,-,gen,gen,a product,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,a new customer,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,human,human,human,indefinite,-,,NP_PP.
3853,1476,auto,give,communication,-,bn,sitev,all this spiel,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3854,1450,auto,charge,prevention of possession,-,gen,sitev,a fee,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
